CountryName	CountryCode	RegionName	RegionCode	Jurisdiction	Date	C1_School closing	C1_Flag	C2_Workplace closing	C2_Flag	C3_Cancel public events	C3_Flag	C4_Restrictions on gatherings	C4_Flag	C5_Close public transport	C5_Flag	C6_Stay at home requirements	C6_Flag	C7_Restrictions on internal movement	C7_Flag	C8_International travel controls	E1_Income support	E1_Flag	E2_Debt/contract relief	E3_Fiscal measures	E4_International support	H1_Public information campaigns	H1_Flag	H2_Testing policy	H3_Contact tracing	H4_Emergency investment in healthcare	H5_Investment in vaccines	H6_Facial Coverings	H6_Flag	H7_Vaccination policy	H7_Flag	H8_Protection of elderly people	H8_Flag	M1_Wildcard	V1_Vaccine Prioritisation (summary)	V2A_Vaccine Availability (summary)	V2B_Vaccine age eligibility/availability age floor (general population summary)	V2C_Vaccine age eligibility/availability age floor (at risk summary)	V2D_Medically/ clinically vulnerable (Non-elderly)	V2E_Education	V2F_Frontline workers  (non healthcare)	V2G_Frontline workers  (healthcare)	V3_Vaccine Financial Support (summary)	ConfirmedCases	ConfirmedDeaths	StringencyIndex	StringencyIndexForDisplay	StringencyLegacyIndex	StringencyLegacyIndexForDisplay	GovernmentResponseIndex	GovernmentResponseIndexForDisplay	ContainmentHealthIndex	ContainmentHealthIndexForDisplay	EconomicSupportIndex	EconomicSupportIndexForDisplay	Datum	id_time	time_cat
Germany	DEU			NAT_TOTAL	20200112	0.0		0.0		0.0		0.0		0.0		0.0		0.0		0.0	0.0		0.0	0.0	0.0	0.0		0.0	0.0	0.0	0.0	0.0		0.0		0.0			0.0	0.0							0.0			0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2020-01-12	10	1: Bis Februar
Germany	DEU			NAT_TOTAL	20200113	0.0		0.0		0.0		0.0		0.0		0.0		0.0		0.0	0.0		0.0	0.0	0.0	0.0		0.0	0.0	0.0	0.0	0.0		0.0		0.0			0.0	0.0							0.0			0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2020-01-13	11	1: Bis Februar
Germany	DEU			NAT_TOTAL	20200114	0.0		0.0		0.0		0.0		0.0		0.0		0.0		0.0	0.0		0.0	0.0	0.0	0.0		0.0	0.0	0.0	0.0	0.0		0.0		0.0			0.0	0.0							0.0			0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2020-01-14	12	1: Bis Februar
Germany	DEU			NAT_TOTAL	20200115	0.0		0.0		0.0		0.0		0.0		0.0		0.0		0.0	0.0		0.0	0.0	0.0	0.0		0.0	0.0	0.0	0.0	0.0		0.0		0.0			0.0	0.0							0.0			0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2020-01-15	13	1: Bis Februar
Germany	DEU			NAT_TOTAL	20200116	0.0		0.0		0.0		0.0		0.0		0.0		0.0		0.0	0.0		0.0	0.0	0.0	0.0		0.0	0.0	0.0	0.0	0.0		0.0		0.0			0.0	0.0							0.0			0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2020-01-16	14	1: Bis Februar
Germany	DEU			NAT_TOTAL	20200117	0.0		0.0		0.0		0.0		0.0		0.0		0.0		0.0	0.0		0.0	0.0	0.0	0.0		0.0	0.0	0.0	0.0	0.0		0.0		0.0			0.0	0.0							0.0			0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2020-01-17	15	1: Bis Februar
Germany	DEU			NAT_TOTAL	20200118	0.0		0.0		0.0		0.0		0.0		0.0		0.0		0.0	0.0		0.0	0.0	0.0	0.0		0.0	0.0	0.0	0.0	0.0		0.0		0.0			0.0	0.0							0.0			0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2020-01-18	16	1: Bis Februar
Germany	DEU			NAT_TOTAL	20200119	0.0		0.0		0.0		0.0		0.0		0.0		0.0		0.0	0.0		0.0	0.0	0.0	0.0		0.0	0.0	0.0	0.0	0.0		0.0		0.0			0.0	0.0							0.0			0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2020-01-19	17	1: Bis Februar
Germany	DEU			NAT_TOTAL	20200120	0.0		0.0		0.0		0.0		0.0		0.0		0.0		0.0	0.0		0.0	0.0	0.0	0.0		0.0	0.0	0.0	0.0	0.0		0.0		0.0			0.0	0.0							0.0			0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2020-01-20	18	1: Bis Februar
Germany	DEU			NAT_TOTAL	20200121	0.0		0.0		0.0		0.0		0.0		0.0		0.0		0.0	0.0		0.0	0.0	0.0	0.0		0.0	0.0	0.0	0.0	0.0		0.0		0.0			0.0	0.0							0.0			0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2020-01-21	19	1: Bis Februar
Germany	DEU			NAT_TOTAL	20200122	0.0		0.0		0.0		0.0		0.0		0.0		0.0		0.0	0.0		0.0	0.0	0.0	0.0		0.0	2.0	0.0	0.0	0.0		0.0		0.0			0.0	0.0							0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.25	6.25	7.14	7.14	0.0	0.0	2020-01-22	20	1: Bis Februar
Germany	DEU			NAT_TOTAL	20200123	0.0		0.0		0.0		0.0		0.0		0.0		0.0		0.0	0.0		0.0	0.0	0.0	0.0		0.0	2.0	0.0	0.0	0.0		0.0		0.0			0.0	0.0							0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.25	6.25	7.14	7.14	0.0	0.0	2020-01-23	21	1: Bis Februar
Germany	DEU			NAT_TOTAL	20200124	0.0		0.0		0.0		0.0		0.0		0.0		0.0		0.0	0.0		0.0	0.0	0.0	1.0	1.0	0.0	2.0	0.0	0.0	0.0		0.0		0.0			0.0	0.0							0.0	0.0	0.0	5.56	5.56	9.52	9.52	9.38	9.38	10.71	10.71	0.0	0.0	2020-01-24	22	1: Bis Februar
Germany	DEU			NAT_TOTAL	20200125	0.0		0.0		0.0		0.0		0.0		0.0		0.0		0.0	0.0		0.0	0.0	0.0	1.0	1.0	0.0	2.0	0.0	0.0	0.0		0.0		0.0			0.0	0.0							0.0	0.0	0.0	5.56	5.56	9.52	9.52	9.38	9.38	10.71	10.71	0.0	0.0	2020-01-25	23	1: Bis Februar
Germany	DEU			NAT_TOTAL	20200126	0.0		0.0		0.0		0.0		0.0		0.0		0.0		0.0	0.0		0.0	0.0	0.0	1.0	1.0	0.0	2.0	0.0	0.0	0.0		0.0		0.0			0.0	0.0							0.0	0.0	0.0	5.56	5.56	9.52	9.52	9.38	9.38	10.71	10.71	0.0	0.0	2020-01-26	24	1: Bis Februar
Germany	DEU			NAT_TOTAL	20200127	0.0		0.0		0.0		0.0		0.0		0.0		0.0		0.0	0.0		0.0	0.0	0.0	1.0	1.0	1.0	2.0	0.0	0.0	0.0		0.0		0.0			0.0	0.0							0.0	1.0	0.0	5.56	5.56	9.52	9.52	11.46	11.46	13.1	13.1	0.0	0.0	2020-01-27	25	1: Bis Februar
Germany	DEU			NAT_TOTAL	20200128	0.0		0.0		0.0		0.0		0.0		0.0		0.0		0.0	0.0		0.0	0.0	0.0	1.0	1.0	1.0	2.0	0.0	0.0	0.0		0.0		0.0			0.0	0.0							0.0	4.0	0.0	5.56	5.56	9.52	9.52	11.46	11.46	13.1	13.1	0.0	0.0	2020-01-28	26	1: Bis Februar
Germany	DEU			NAT_TOTAL	20200129	0.0		0.0		0.0		0.0		0.0		0.0		0.0		0.0	0.0		0.0	0.0	0.0	1.0	1.0	1.0	2.0	0.0	0.0	0.0		0.0		0.0			0.0	0.0							0.0	4.0	0.0	5.56	5.56	9.52	9.52	11.46	11.46	13.1	13.1	0.0	0.0	2020-01-29	27	1: Bis Februar
Germany	DEU			NAT_TOTAL	20200130	0.0		0.0		0.0		0.0		0.0		0.0		0.0		0.0	0.0		0.0	0.0	0.0	1.0	1.0	1.0	2.0	0.0	0.0	0.0		0.0		0.0			0.0	0.0							0.0	4.0	0.0	5.56	5.56	9.52	9.52	11.46	11.46	13.1	13.1	0.0	0.0	2020-01-30	28	1: Bis Februar
Germany	DEU			NAT_TOTAL	20200131	0.0		0.0		0.0		0.0		0.0		0.0		0.0		0.0	0.0		0.0	0.0	0.0	1.0	1.0	1.0	2.0	0.0	0.0	0.0		0.0		0.0			0.0	0.0							0.0	5.0	0.0	5.56	5.56	9.52	9.52	11.46	11.46	13.1	13.1	0.0	0.0	2020-01-31	29	1: Bis Februar
Germany	DEU			NAT_TOTAL	20200201	0.0		0.0		0.0		0.0		0.0		0.0		0.0		0.0	0.0		0.0	0.0	0.0	1.0	1.0	1.0	2.0	0.0	0.0	0.0		0.0		0.0			0.0	0.0							0.0	8.0	0.0	5.56	5.56	9.52	9.52	11.46	11.46	13.1	13.1	0.0	0.0	2020-02-01	30	1: Bis Februar
Germany	DEU			NAT_TOTAL	20200202	0.0		0.0		0.0		0.0		0.0		0.0		0.0		0.0	0.0		0.0	0.0	0.0	1.0	1.0	1.0	2.0	0.0	0.0	0.0		0.0		0.0			0.0	0.0							0.0	10.0	0.0	5.56	5.56	9.52	9.52	11.46	11.46	13.1	13.1	0.0	0.0	2020-02-02	31	1: Bis Februar
Germany	DEU			NAT_TOTAL	20200203	0.0		0.0		0.0		0.0		0.0		0.0		0.0		0.0	0.0		0.0	0.0	0.0	1.0	1.0	1.0	2.0	0.0	0.0	0.0		0.0		0.0			0.0	0.0							0.0	12.0	0.0	5.56	5.56	9.52	9.52	11.46	11.46	13.1	13.1	0.0	0.0	2020-02-03	32	1: Bis Februar
Germany	DEU			NAT_TOTAL	20200204	0.0		0.0		0.0		0.0		0.0		0.0		0.0		0.0	0.0		0.0	0.0	0.0	1.0	1.0	1.0	2.0	0.0	0.0	0.0		0.0		0.0			0.0	0.0							0.0	12.0	0.0	5.56	5.56	9.52	9.52	11.46	11.46	13.1	13.1	0.0	0.0	2020-02-04	33	1: Bis Februar
Germany	DEU			NAT_TOTAL	20200205	0.0		0.0		0.0		0.0		0.0		0.0		0.0		0.0	0.0		0.0	0.0	0.0	1.0	1.0	1.0	2.0	0.0	0.0	0.0		0.0		0.0			0.0	0.0							0.0	12.0	0.0	5.56	5.56	9.52	9.52	11.46	11.46	13.1	13.1	0.0	0.0	2020-02-05	34	1: Bis Februar
Germany	DEU			NAT_TOTAL	20200206	0.0		0.0		0.0		0.0		0.0		0.0		0.0		0.0	0.0		0.0	0.0	0.0	1.0	1.0	1.0	2.0	0.0	8010337.0	0.0		0.0		0.0			0.0	0.0							0.0	12.0	0.0	5.56	5.56	9.52	9.52	11.46	11.46	13.1	13.1	0.0	0.0	2020-02-06	35	1: Bis Februar
Germany	DEU			NAT_TOTAL	20200207	0.0		0.0		0.0		0.0		0.0		0.0		0.0		0.0	0.0		0.0	0.0	0.0	1.0	1.0	1.0	2.0	0.0	0.0	0.0		0.0		0.0			0.0	0.0							0.0	13.0	0.0	5.56	5.56	9.52	9.52	11.46	11.46	13.1	13.1	0.0	0.0	2020-02-07	36	1: Bis Februar
Germany	DEU			NAT_TOTAL	20200208	0.0		0.0		0.0		0.0		0.0		0.0		0.0		0.0	0.0		0.0	0.0	0.0	1.0	1.0	1.0	2.0	0.0	0.0	0.0		0.0		0.0			0.0	0.0							0.0	13.0	0.0	5.56	5.56	9.52	9.52	11.46	11.46	13.1	13.1	0.0	0.0	2020-02-08	37	1: Bis Februar
Germany	DEU			NAT_TOTAL	20200209	0.0		0.0		0.0		0.0		0.0		0.0		0.0		0.0	0.0		0.0	0.0	0.0	1.0	1.0	1.0	2.0	0.0	0.0	0.0		0.0		0.0			0.0	0.0							0.0	14.0	0.0	5.56	5.56	9.52	9.52	11.46	11.46	13.1	13.1	0.0	0.0	2020-02-09	38	1: Bis Februar
Germany	DEU			NAT_TOTAL	20200210	0.0		0.0		0.0		0.0		0.0		0.0		0.0		0.0	0.0		0.0	0.0	0.0	1.0	1.0	1.0	2.0	0.0	0.0	0.0		0.0		0.0			0.0	0.0							0.0	14.0	0.0	5.56	5.56	9.52	9.52	11.46	11.46	13.1	13.1	0.0	0.0	2020-02-10	39	1: Bis Februar
Germany	DEU			NAT_TOTAL	20200211	0.0		0.0		0.0		0.0		0.0		0.0		0.0		0.0	0.0		0.0	0.0	0.0	1.0	1.0	1.0	2.0	0.0	0.0	0.0		0.0		0.0			0.0	0.0							0.0	16.0	0.0	5.56	5.56	9.52	9.52	11.46	11.46	13.1	13.1	0.0	0.0	2020-02-11	40	1: Bis Februar
Germany	DEU			NAT_TOTAL	20200212	0.0		0.0		0.0		0.0		0.0		0.0		0.0		0.0	0.0		0.0	0.0	0.0	2.0	1.0	1.0	2.0	0.0	0.0	0.0		0.0		0.0			0.0	0.0							0.0	16.0	0.0	11.11	11.11	14.29	14.29	14.58	14.58	16.67	16.67	0.0	0.0	2020-02-12	41	1: Bis Februar
Germany	DEU			NAT_TOTAL	20200213	0.0		0.0		0.0		0.0		0.0		0.0		0.0		0.0	0.0		0.0	0.0	0.0	2.0	1.0	1.0	2.0	0.0	0.0	0.0		0.0		0.0			0.0	0.0							0.0	16.0	0.0	11.11	11.11	14.29	14.29	14.58	14.58	16.67	16.67	0.0	0.0	2020-02-13	42	1: Bis Februar
Germany	DEU			NAT_TOTAL	20200214	0.0		0.0		0.0		0.0		0.0		0.0		0.0		0.0	0.0		0.0	0.0	0.0	2.0	1.0	1.0	2.0	0.0	0.0	0.0		0.0		0.0			0.0	0.0							0.0	16.0	0.0	11.11	11.11	14.29	14.29	14.58	14.58	16.67	16.67	0.0	0.0	2020-02-14	43	1: Bis Februar
Germany	DEU			NAT_TOTAL	20200215	0.0		0.0		0.0		0.0		0.0		0.0		0.0		0.0	0.0		0.0	0.0	0.0	2.0	1.0	1.0	2.0	0.0	0.0	0.0		0.0		0.0			0.0	0.0							0.0	16.0	0.0	11.11	11.11	14.29	14.29	14.58	14.58	16.67	16.67	0.0	0.0	2020-02-15	44	1: Bis Februar
Germany	DEU			NAT_TOTAL	20200216	0.0		0.0		0.0		0.0		0.0		0.0		0.0		0.0	0.0		0.0	0.0	0.0	2.0	1.0	1.0	2.0	0.0	0.0	0.0		0.0		0.0			0.0	0.0							0.0	16.0	0.0	11.11	11.11	14.29	14.29	14.58	14.58	16.67	16.67	0.0	0.0	2020-02-16	45	1: Bis Februar
Germany	DEU			NAT_TOTAL	20200217	0.0		0.0		0.0		0.0		0.0		0.0		0.0		0.0	0.0		0.0	0.0	0.0	2.0	1.0	1.0	2.0	0.0	0.0	0.0		0.0		0.0			0.0	0.0							0.0	16.0	0.0	11.11	11.11	14.29	14.29	14.58	14.58	16.67	16.67	0.0	0.0	2020-02-17	46	1: Bis Februar
Germany	DEU			NAT_TOTAL	20200218	0.0		0.0		0.0		0.0		0.0		0.0		0.0		0.0	0.0		0.0	0.0	0.0	2.0	1.0	1.0	2.0	0.0	0.0	0.0		0.0		0.0			0.0	0.0							0.0	16.0	0.0	11.11	11.11	14.29	14.29	14.58	14.58	16.67	16.67	0.0	0.0	2020-02-18	47	1: Bis Februar
Germany	DEU			NAT_TOTAL	20200219	0.0		0.0		0.0		0.0		0.0		0.0		0.0		0.0	0.0		0.0	0.0	0.0	2.0	1.0	1.0	2.0	0.0	0.0	0.0		0.0		0.0			0.0	0.0							0.0	16.0	0.0	11.11	11.11	14.29	14.29	14.58	14.58	16.67	16.67	0.0	0.0	2020-02-19	48	1: Bis Februar
Germany	DEU			NAT_TOTAL	20200220	0.0		0.0		0.0		0.0		0.0		0.0		0.0		0.0	0.0		0.0	0.0	0.0	2.0	1.0	1.0	2.0	0.0	0.0	0.0		0.0		0.0			0.0	0.0							0.0	16.0	0.0	11.11	11.11	14.29	14.29	14.58	14.58	16.67	16.67	0.0	0.0	2020-02-20	49	1: Bis Februar
Germany	DEU			NAT_TOTAL	20200221	0.0		0.0		0.0		0.0		0.0		0.0		0.0		0.0	0.0		0.0	0.0	0.0	2.0	1.0	1.0	2.0	0.0	0.0	0.0		0.0		0.0			0.0	0.0							0.0	16.0	0.0	11.11	11.11	14.29	14.29	14.58	14.58	16.67	16.67	0.0	0.0	2020-02-21	50	1: Bis Februar
Germany	DEU			NAT_TOTAL	20200222	0.0		0.0		0.0		0.0		0.0		0.0		0.0		0.0	0.0		0.0	0.0	0.0	2.0	1.0	1.0	2.0	0.0	0.0	0.0		0.0		0.0			0.0	0.0							0.0	16.0	0.0	11.11	11.11	14.29	14.29	14.58	14.58	16.67	16.67	0.0	0.0	2020-02-22	51	1: Bis Februar
Germany	DEU			NAT_TOTAL	20200223	0.0		0.0		0.0		0.0		0.0		0.0		0.0		0.0	0.0		0.0	0.0	0.0	2.0	1.0	1.0	2.0	0.0	0.0	0.0		0.0		0.0			0.0	0.0							0.0	16.0	0.0	11.11	11.11	14.29	14.29	14.58	14.58	16.67	16.67	0.0	0.0	2020-02-23	52	1: Bis Februar
Germany	DEU			NAT_TOTAL	20200224	0.0		0.0		0.0		0.0		0.0		0.0		0.0		0.0	0.0		0.0	0.0	0.0	2.0	1.0	1.0	2.0	0.0	0.0	0.0		0.0		0.0			0.0	0.0							0.0	16.0	0.0	11.11	11.11	14.29	14.29	14.58	14.58	16.67	16.67	0.0	0.0	2020-02-24	53	1: Bis Februar
Germany	DEU			NAT_TOTAL	20200225	0.0		0.0		0.0		0.0		0.0		0.0		0.0		0.0	0.0		0.0	0.0	0.0	2.0	1.0	1.0	2.0	0.0	0.0	0.0		0.0		0.0			0.0	0.0							0.0	17.0	0.0	11.11	11.11	14.29	14.29	14.58	14.58	16.67	16.67	0.0	0.0	2020-02-25	54	1: Bis Februar
Germany	DEU			NAT_TOTAL	20200226	2.0	0.0	0.0		0.0		0.0		0.0		0.0		0.0		0.0	0.0		0.0	0.0	0.0	2.0	1.0	1.0	2.0	0.0	0.0	0.0		0.0		0.0			0.0	0.0							0.0	27.0	0.0	16.67	16.67	21.43	21.43	17.71	17.71	20.24	20.24	0.0	0.0	2020-02-26	55	1: Bis Februar
Germany	DEU			NAT_TOTAL	20200227	2.0	0.0	0.0		0.0		0.0		0.0		0.0		0.0		0.0	0.0		0.0	0.0	0.0	2.0	1.0	1.0	2.0	0.0	0.0	0.0		0.0		0.0			0.0	0.0							0.0	46.0	0.0	16.67	16.67	21.43	21.43	17.71	17.71	20.24	20.24	0.0	0.0	2020-02-27	56	1: Bis Februar
Germany	DEU			NAT_TOTAL	20200228	2.0	0.0	0.0		0.0		0.0		0.0		0.0		0.0		1.0	0.0		0.0	0.0	0.0	2.0	1.0	1.0	2.0	0.0	0.0	0.0		0.0		1.0	1.0		0.0	0.0							0.0	48.0	0.0	19.44	19.44	25.0	25.0	21.35	21.35	24.4	24.4	0.0	0.0	2020-02-28	57	1: Bis Februar
Germany	DEU			NAT_TOTAL	20200229	2.0	0.0	0.0		1.0	1.0	0.0		0.0		0.0		0.0		1.0	0.0		0.0	0.0	0.0	2.0	1.0	1.0	2.0	0.0	0.0	0.0		0.0		1.0	1.0		0.0	0.0							0.0	79.0	0.0	25.0	25.0	34.52	34.52	24.48	24.48	27.98	27.98	0.0	0.0	2020-02-29	58	1: Bis Februar
Germany	DEU			NAT_TOTAL	20200301	2.0	0.0	0.0		1.0	1.0	0.0		0.0		0.0		0.0		1.0	0.0		0.0	0.0	0.0	2.0	1.0	1.0	2.0	0.0	0.0	0.0		0.0		1.0	1.0		0.0	0.0							0.0	130.0	0.0	25.0	25.0	34.52	34.52	24.48	24.48	27.98	27.98	0.0	0.0	2020-03-01	59	2: März - Mai
Germany	DEU			NAT_TOTAL	20200302	2.0	0.0	0.0		1.0	1.0	0.0		0.0		0.0		0.0		1.0	0.0		0.0	0.0	0.0	2.0	1.0	1.0	2.0	0.0	0.0	0.0		0.0		1.0	1.0		0.0	0.0							0.0	159.0	0.0	25.0	25.0	34.52	34.52	24.48	24.48	27.98	27.98	0.0	0.0	2020-03-02	60	2: März - Mai
Germany	DEU			NAT_TOTAL	20200303	2.0	0.0	0.0		1.0	1.0	0.0		0.0		0.0		0.0		1.0	0.0		0.0	0.0	0.0	2.0	1.0	1.0	2.0	0.0	0.0	0.0		0.0		1.0	1.0		0.0	0.0							0.0	196.0	0.0	25.0	25.0	34.52	34.52	24.48	24.48	27.98	27.98	0.0	0.0	2020-03-03	61	2: März - Mai
Germany	DEU			NAT_TOTAL	20200304	2.0	0.0	0.0		1.0	1.0	0.0		0.0		0.0		0.0		1.0	0.0		0.0	0.0	0.0	2.0	1.0	1.0	2.0	0.0	0.0	0.0		0.0		1.0	1.0		0.0	0.0							0.0	262.0	0.0	25.0	25.0	34.52	34.52	24.48	24.48	27.98	27.98	0.0	0.0	2020-03-04	62	2: März - Mai
Germany	DEU			NAT_TOTAL	20200305	2.0	0.0	0.0		1.0	1.0	0.0		0.0		0.0		0.0		1.0	0.0		0.0	0.0	0.0	2.0	1.0	1.0	2.0	0.0	0.0	0.0		0.0		1.0	1.0		0.0	0.0							0.0	482.0	0.0	25.0	25.0	34.52	34.52	24.48	24.48	27.98	27.98	0.0	0.0	2020-03-05	63	2: März - Mai
Germany	DEU			NAT_TOTAL	20200306	2.0	0.0	0.0		1.0	1.0	0.0		0.0		0.0		0.0		1.0	0.0		0.0	0.0	0.0	2.0	1.0	1.0	2.0	0.0	0.0	0.0		0.0		1.0	1.0		0.0	0.0							0.0	670.0	0.0	25.0	25.0	34.52	34.52	24.48	24.48	27.98	27.98	0.0	0.0	2020-03-06	64	2: März - Mai
Germany	DEU			NAT_TOTAL	20200307	2.0	0.0	0.0		1.0	1.0	0.0		0.0		0.0		0.0		1.0	0.0		0.0	0.0	0.0	2.0	1.0	1.0	2.0	0.0	0.0	0.0		0.0		1.0	1.0		0.0	0.0							0.0	799.0	0.0	25.0	25.0	34.52	34.52	24.48	24.48	27.98	27.98	0.0	0.0	2020-03-07	65	2: März - Mai
Germany	DEU			NAT_TOTAL	20200308	2.0	0.0	0.0		1.0	1.0	0.0		0.0		0.0		0.0		1.0	0.0		0.0	0.0	0.0	2.0	1.0	1.0	2.0	0.0	0.0	0.0		0.0		1.0	1.0		0.0	0.0							0.0	1040.0	0.0	25.0	25.0	34.52	34.52	24.48	24.48	27.98	27.98	0.0	0.0	2020-03-08	66	2: März - Mai
Germany	DEU			NAT_TOTAL	20200309	2.0	0.0	0.0		1.0	1.0	0.0		0.0		1.0	1.0	0.0		1.0	0.0		0.0	0.0	0.0	2.0	1.0	1.0	2.0	0.0	0.0	0.0		0.0		1.0	1.0		0.0	0.0							0.0	1176.0	2.0	28.7	28.7	41.67	41.67	26.56	26.56	30.36	30.36	0.0	0.0	2020-03-09	67	2: März - Mai
Germany	DEU			NAT_TOTAL	20200310	2.0	0.0	0.0		2.0	0.0	1.0	0.0	0.0		1.0	1.0	0.0		1.0	0.0		0.0	0.0	0.0	2.0	1.0	1.0	2.0	0.0	0.0	0.0		0.0		1.0	1.0		0.0	0.0							0.0	1457.0	2.0	32.87	32.87	41.67	41.67	28.91	28.91	33.04	33.04	0.0	0.0	2020-03-10	68	2: März - Mai
